xcoord ycoord zcoord
-43.93 38.53 -63.75
-42.27 33.45 -67.36
-44.16 27.98 -70.02
-42.32 22.83 -72.27
-44.6 16.95 -73.97
-43.1 10.4 -75.56
-43.69 3.4 -76.18
-35.38 3.17 65.23
-37.56 8.08 64.66
-35.22 13.75 63.87
-37.82 18.63 62.71
-35.65 23.2 61.42
-38.22 27.68 59.68
-36.53 32.92 57.23
-38.64 38.53 53.6
-37.48 42.96 50.73
-38.7 47.76 46.5
-35.65 51.36 42.88
-38.86 55.12 38.42
-35.73 58.49 33.89
-38.14 60.96 29.54
-36 63.45 24.92
-38.03 65.54 19.62
-36.49 67.54 13.71
-38.29 68.77 7.9
-36.59 69.76 2.23
-38.81 70.15 -3.54
-36.45 70.33 -8.48
-38.63 69.95 -13.32
-36.76 69.17 -18.95
-39.17 67.46 -25.03
-37.11 66.01 -30.01
-39.14 63.82 -34.12
-37.7 60.29 -40.89
-39.83 56.93 -45.15
-37.57 53.24 -50.21
-39.66 47.92 -55.87
-37.31 43.77 -60.28
-40.02 39.71 -63.28
-38.41 35.28 -66.66
-39.59 28.93 -70.15
-38.22 23.2 -72.56
-40.51 16.67 -74.47
-39.25 9.84 -76.02
-39.99 2.72 -76.56
-31.64 3.08 65.33
-33.48 8.55 64.82
-31.22 13.67 64.11
-33.49 19.07 62.7
-31.32 24.53 61.18
-34.25 28.77 59.41
-31.21 34.98 56.38
-34.3 36.49 55.16
-31.63 45.58 48.97
-34.83 46.97 47.28
-32.29 51.03 43.69
-34.99 55.19 38.4
-31.22 58.31 34.56
-33.53 61.09 29.85
-32.04 63.79 24.31
-34.18 65.95 19.24
-32.62 67.82 13.46
-34.28 69.16 7.66
-32.11 70.09 2.63
-34.48 70.37 -2.57
-32.55 70.64 -8.41
-34.22 70.14 -14.43
-32.36 69.37 -19.56
-35.27 68.06 -24.17
-33.13 66.66 -28.83
-35.79 63.23 -36.24
-33.6 60.83 -40.96
-35.77 57 -45.82
-33.21 54.21 -50.05
-36.35 49.74 -54.4
-33.96 45.6 -59.11
-35.15 39.74 -63.92
-34.1 35.48 -67.08
-35.98 29.95 -69.98
-34.05 24.01 -72.68
-36.46 17.62 -74.59
-35.63 11.4 -76.12
-36.06 3.5 -76.93
-27.49 3.08 65.48
-29.46 8.35 65.1
-27.32 13.32 64.42
-29.6 18.95 63.01
-27.98 24.57 61.46
-30.73 30.07 59.11
-27.27 32.37 58.09
-27.95 37.6 55.07
-27.36 43.52 50.75
-29.24 48.45 46.5
-28.41 52.6 42.23
-31.11 55.1 39.01
-27.6 58.74 34.31
-29.77 61.7 29.05
-28.03 64.53 23.62
-30.08 66.22 18.73
-28.15 67.9 14.16
-30.07 69.14 8.81
-28.31 70.19 3.12
-30.32 70.66 -3.23
-28.11 70.95 -8.74
-30.32 70.48 -13.63
-28.34 69.76 -19.07
-30.61 68.31 -24.6
-28.82 66.7 -30.5
-30.17 63.23 -37.57
-28.92 60.57 -42.39
-31.77 58.18 -45.28
-29.36 54.22 -50.65
-32.51 50.2 -54.77
-27.36 45.63 -59.92
-30.57 39.29 -64.74
-29.82 34.1 -68.29
-31.92 29.2 -70.67
-29.28 24.08 -73.26
-32.06 18.73 -74.52
-28.41 9.91 -76.88
-32.67 4.76 -77.28
-23.57 2.83 65.71
-25.31 8.29 65.22
-23.61 13.94 64.55
-25.97 18.92 63.21
-23.47 22.84 62.28
-25.46 27.97 60.21
-23.88 34.34 57.21
-24.47 39.43 54.06
-23.53 44.11 50.79
-25.64 47.81 47.17
-24.53 51.73 43.59
-26.37 55.66 38.68
-23.88 59.51 33.57
-26.15 62.16 28.98
-23.72 64.29 24.65
-25.59 66.26 19.53
-24.25 68.18 14.11
-25.95 69.41 8.56
-24.19 70.47 2.9
-26.54 71.08 -2.6
-24.23 71.16 -7.99
-25.96 70.73 -14.31
-24.42 69.73 -20.55
-26.83 68.44 -25.29
-24.14 66.81 -30.76
-26.92 65.03 -34.51
-25.66 62.07 -40.54
-27.35 57.13 -47.55
-24.24 54.65 -50.86
-25.72 51.05 -54.68
-24.2 45.36 -60.42
-26.87 39.77 -64.71
-25.2 35.47 -67.76
-27.33 29.65 -70.84
-25.2 22.72 -73.95
-27.91 17.78 -75.23
-25.28 11.74 -76.93
-29.19 3.21 -77.6
-19.42 3.59 65.86
-21.54 8.3 65.49
-19.68 12.98 64.92
-21.29 18.47 63.62
-19.71 24.68 61.88
-21.73 28.81 60.03
-20.37 33.72 57.75
-20.92 38.97 54.52
-19.78 43.98 51.1
-21.45 48.07 47.4
-21.03 52.29 43.2
-22.82 55.94 38.74
-20.05 57.78 36.55
-21.76 61.94 29.77
-19.96 64.39 24.83
-21.61 66.69 19.35
-20.14 68.59 13.72
-21.99 69.76 8.52
-20.06 70.65 2.94
-22.33 71.07 -2.53
-20.21 71.35 -8.4
-22.41 70.93 -13.87
-20.97 70.14 -19.72
-22.78 68.38 -26.38
-19.28 67.5 -29.39
-23.13 64.05 -37.02
-20.73 61.78 -40.94
-20.87 58.17 -46.41
-20.42 54.4 -51.19
-22.06 50.1 -55.77
-20.56 45.87 -60.1
-22.89 40.53 -64.55
-21.13 35.16 -68.17
-23.79 29.7 -70.99
-21.37 24.82 -73.3
-23.28 17.44 -75.7
-19.65 12.31 -76.95
-25.06 2.52 -78
-15.61 2.65 66.15
-17.02 8.19 65.79
-16.22 14.3 64.87
-17.93 19.49 63.55
-15.88 24.51 62.03
-17.35 29.51 59.89
-16.73 34.59 57.44
-17.42 39.42 54.5
-15.36 43.3 51.86
-17.4 47.2 48.34
-14.17 52.32 43.55
-17.64 55.55 39.51
-15.48 59.72 34.01
-18.64 60.79 32
-14.71 65.32 23.12
-17.92 66.47 20.15
-16.62 68.4 14.36
-17.69 70.03 7.83
-15.92 71.04 1.58
-18.37 71.28 -3.02
-16.38 71.44 -9.31
-18.47 71.01 -14.62
-16.36 70.28 -19.39
-18.84 69.26 -23.92
-15.71 66.89 -30.71
-16.87 64.45 -36.23
-17.42 61.89 -41.03
-17.08 58.31 -46.37
-16.37 54.59 -51.23
-18.14 50.57 -55.49
-16.87 45.61 -60.44
-19.14 40.52 -64.56
-16.96 35.79 -67.96
-19.35 30.24 -71.02
-17 24.03 -73.71
-19.65 18.94 -75.47
-16.2 12.09 -77.23
-16.65 4.55 -78.2
-12.07 3.27 66.14
-13.57 9.24 65.74
-11.89 13.86 65.06
-14.07 18.79 63.91
-12.31 23.91 62.34
-13.51 29.44 60.11
-13.29 34.64 57.56
-13.14 39.62 54.5
-11.53 44.62 50.85
-13.97 48.18 47.65
-10.92 52.22 43.81
-14.42 56.44 38.66
-11.48 59.59 34.42
-13.32 62.39 29.62
-11.17 65.15 24.12
-13.7 67.52 17.52
-11.75 68.9 13.17
-14.37 69.96 8.56
-12.37 70.93 3.07
-14.28 71.38 -4.28
-11.66 71.51 -8.65
-14.1 71.03 -14.07
-12.64 70.14 -20.37
-14.93 68.89 -25.43
-12.19 66.93 -30.82
-13.5 64.34 -37.01
-12.26 61.73 -41.7
-13.96 59.26 -45.26
-13.18 53.94 -52.22
-14.35 49.39 -57.08
-12.51 45.14 -61.13
-15.18 41.02 -64.44
-13.13 35.52 -68.45
-15.51 29.78 -71.41
-12.89 24.11 -73.91
-15.18 18.14 -75.79
-12.49 11.13 -77.71
-13.7 3.69 -78.3
-7.78 3.21 66.33
-9.88 7.63 65.97
-8.13 12.44 65.49
-10.22 18.79 63.92
-8.75 24.69 62.17
-9.96 29.64 60.06
-6.38 34.11 58.05
-9.65 39.92 54.48
-7.38 43.8 51.65
-9.82 48.01 48.03
-7.36 52.21 43.98
-10.87 56.16 39.19
-7.72 59.68 34.53
-9.61 62.62 29.51
-7.28 64.8 25.31
-9.73 67.01 19.3
-7.86 68.72 14.39
-9.88 70.17 8.06
-8.09 71.14 2.63
-10.61 71.46 -2.29
-8.07 71.65 -8.79
-10.34 71.04 -14.99
-8.63 70.19 -20.59
-10.85 68.87 -25.69
-8.17 67.14 -30.81
-10.01 65.01 -35.91
-8.08 62.54 -40.47
-8.94 59.44 -45.3
-8.21 54.09 -52.12
-10.72 50.46 -56.2
-8.95 46.16 -60.37
-11.24 40.37 -65.2
-8.94 34.93 -68.88
-11.4 30.15 -71.23
-9.22 24.25 -73.99
-11.25 17.45 -76.28
-8.84 10.94 -77.64
-10.17 3.63 -78.39
-3.87 3.38 66.45
-5.39 8.22 66.02
-4.12 13.6 65.37
-7.13 17.82 64.31
-2.74 26.33 61.88
-6.12 29.34 60.4
-3.04 35.89 57.2
-5.89 39.41 54.91
-3.78 44.59 51.2
-6.03 48.36 47.95
-3.65 52.18 44.18
-3.96 56.1 39.62
-3.6 59.44 35.19
-5.54 62.07 30.6
-3.68 64.9 25.08
-5.99 67.08 19.83
-3.87 68.94 14.37
-6.2 70.06 9.14
-4.5 71.15 3.15
-6.61 71.59 -3.31
-4.13 71.75 -8.94
-6.47 71.26 -14.84
-4.6 70.54 -20.18
-6.64 69.02 -25.82
-4.06 67.32 -30.97
-5.76 64.91 -36.03
-4.24 62.01 -41.41
-5.54 58.56 -46.61
-4.9 54.73 -51.41
-6.72 49.93 -56.52
-5.45 44.23 -62.08
-7.8 40.58 -65.17
-4.95 36.34 -68.26
-7.07 29.9 -71.64
-5.11 24.13 -74.21
-7.48 18.27 -76.17
-5.28 10.94 -77.73
-6.72 3.84 -78.45
-0.07 3.42 66.49
-1.53 8.89 66.01
-0.25 14.62 65.31
-3.1 18.79 64.16
1.12 26.27 62.01
-2.03 30.87 59.89
0.54 35.07 57.98
-2.01 40.73 54.26
0.17 45.06 51
-1.92 48.71 47.87
0.08 52.94 43.67
-0.19 56.39 39.42
0.2 59.73 34.82
-1.85 62.61 30.11
0.15 65.37 24.76
-2.07 67.22 19.72
-0.04 69.08 14.16
-2.27 70.39 8.54
-0.43 71.33 2.62
-2.73 71.81 -2.5
-0.53 71.82 -8.15
-2.41 71.32 -14.78
-0.34 70.59 -20.46
-2.7 69.3 -25.42
-0.47 67.41 -31.19
-1.95 64.88 -36.9
-0.24 61.9 -42.15
-1.98 58.78 -46.58
-0.19 55.52 -50.79
-2.14 52.02 -54.51
-0.47 45.42 -61.15
-2.83 40.78 -64.94
-0.89 35.59 -68.7
-3.36 30.62 -71.35
-1.52 24.19 -74.29
-3.77 17.07 -76.35
-1.46 9.61 -77.9
-3.18 3.4 -78.57
3.76 3.87 66.57
1.89 9.46 66.09
4.26 13.8 65.55
2.66 18.3 64.49
4.04 24.69 62.57
2.51 31.49 59.9
5.23 34.13 58.46
1.51 40.07 54.78
3.41 45.41 50.89
2.1 49.71 47.11
4.21 52.82 43.85
3.46 56.36 39.58
4.09 59.72 34.91
1.94 62.75 29.89
3.97 65.27 25.06
1.78 67.43 19.56
3.76 69.23 13.89
1.53 70.33 8.4
3.51 71.4 3.27
1.6 71.85 -2.79
3.2 71.99 -9.42
1.27 71.46 -14.76
3.81 70.61 -20.49
1.3 69.29 -25.93
3.48 67.54 -31.42
1.64 64.95 -36.61
3.38 62.21 -41.81
2.44 58.75 -46.97
3.31 54.28 -52.5
1.43 50.36 -56.69
3.32 47.05 -59.98
1.08 41.32 -64.74
2.81 36.07 -68.33
0.59 29.73 -71.83
2.19 23.16 -74.54
-0.3 17.23 -76.46
1.93 10.15 -77.76
0.92 2.78 -78.56
8.13 2.42 66.77
5.73 8.05 66.37
7.93 15.75 65.31
6 20.38 64.09
8.46 24.79 62.55
6.3 28.76 60.96
8.57 33.79 58.59
7.55 39.44 55.41
9.64 44.9 51.24
6.3 49.22 47.5
8.05 52.78 44.03
6.98 56.56 39.39
8.14 59.87 34.88
5.77 62.55 30.59
7.53 65.16 25.29
5.51 67.55 19.65
7.59 68.9 15.05
5.83 70.35 8.89
7.21 71.48 2.76
5.16 71.78 -3.21
7.02 71.93 -8.82
5.35 71.52 -15.04
8.01 70.74 -20.2
5.28 69.38 -25.75
7.37 67.62 -31.17
5.64 65.25 -36.4
7.01 62.51 -41.57
5.78 58.39 -47.59
7.39 54.87 -51.73
5.86 51.21 -55.83
6.64 45.28 -61.63
4.8 41.16 -64.9
6.74 35.95 -68.63
4.21 30.21 -71.57
5.82 24.84 -73.92
3.67 16.9 -76.53
5.47 9.27 -77.95
4.9 3.1 -78.5
12.82 2.84 66.62
8.53 10.25 66.11
11.76 15 65.31
10.2 19.98 64.1
12.49 24.67 62.59
10.49 29.3 60.72
12.12 34.44 58.15
10.59 39.46 55.32
12.87 44.05 51.98
10.22 49.27 47.51
12.28 52.79 43.74
10.42 56.1 40.14
11.69 59.56 35.37
9.54 62.78 30.01
11.74 65.05 25.44
9.48 66.98 20.68
11.23 68.98 14.62
9.47 70.45 8.8
11.09 71.35 2.96
9.04 71.94 -2.92
11.31 71.86 -8.38
9.28 71.59 -14.07
11.62 70.48 -20.43
9.18 69.33 -25.84
11.18 67.3 -31.44
9.5 65.02 -36.63
11.26 62.23 -41.47
9.33 59.4 -45.87
11.38 56.4 -49.61
8.87 48.94 -58.05
11.52 45.75 -60.88
9.06 41.15 -64.74
10.26 35.58 -68.78
8.17 30.07 -71.6
9.7 22.44 -74.66
6.89 17.83 -76.19
8.75 10.26 -77.63
9.2 1.86 -78.55
16.51 3.75 66.71
13.65 10.81 66.13
16.53 14.97 65.31
14.23 19.23 64.34
15.95 24.65 62.56
14.25 30.13 60.41
16.08 34.95 57.95
14.16 39.23 55.41
16.38 44.14 51.91
13.73 48.45 48.17
15.76 52.54 44.04
14.08 56.68 39.3
15.75 59.95 34.63
13.29 62.42 30.64
15.36 64.94 25.58
13.34 67.38 19.75
14.99 69.09 14.07
13.34 70.4 8.67
15.08 71.33 2.59
13.03 71.77 -2.95
15.44 71.69 -8.59
13.06 71.43 -14.17
15.16 70.39 -20.19
13.2 68.91 -26.29
15.38 67.06 -31.18
13.4 64.8 -36.25
14.64 61.45 -42.24
14.28 58.18 -46.98
15.45 54.14 -51.75
13.76 50.31 -56.25
14.96 45.52 -60.83
12.76 40.53 -65.13
15.19 36.54 -67.63
13.29 32 -70.53
16.02 26.12 -73.08
14.39 14.55 -76.7
16.16 9.44 -77.6
14.23 2.67 -78.24
20.14 3.54 66.61
16.66 8.42 66.3
19.63 13.48 65.59
18.26 20.02 64.13
19.79 25.24 62.31
17.82 29.84 60.49
19.75 34.46 58.19
17.92 39.89 54.98
19.96 44.82 51.27
17.29 48.55 48
19.35 52.5 43.94
17.64 56.34 39.64
19.59 59.11 35.64
17.49 62.58 30.15
19.17 64.92 25.35
16.76 67.07 19.98
18.73 69.09 13.35
17.23 70.45 8.34
19.01 71.11 2.85
17.05 71.68 -3.28
19.83 71.63 -8.78
17.03 71.22 -14.2
19.08 70.34 -20.06
17.2 68.91 -25.63
18.99 66.93 -31.33
16.93 64.24 -37.16
18.7 61.43 -41.81
18.17 58.1 -46.67
18.97 54.1 -51.5
17.41 49.68 -56.44
18.84 45.06 -60.93
17.26 41.02 -64.5
19.32 35.85 -67.97
17.77 30.86 -70.78
20.27 25.36 -73.08
17.8 19.82 -75.18
20.3 9.05 -77.37
18.48 2.89 -78.13
23.75 3.66 66.48
21.05 8.62 66.19
23.26 14.43 65.32
21.57 19.48 64.22
23.32 24.31 62.61
21.98 29.95 60.53
23.4 35.12 57.71
21.21 39.45 55.17
23.39 43.5 52.19
21.27 48.84 47.73
23.3 52.35 44.23
21.6 55.92 39.99
23.42 59.57 35.06
21.12 62.06 30.93
23.46 64.06 27.1
20.15 67.58 18.67
23.27 68.99 14.03
21.56 70.06 9.14
22.53 71.04 3.16
21.06 71.66 -2.95
23.59 71.59 -8.29
21.03 71.13 -14.61
23.31 70.19 -20.13
20.96 68.85 -25.49
22.87 66.94 -30.67
20.83 64.5 -36.23
22.49 61.26 -41.77
21.85 57.71 -46.79
22.6 53.74 -51.58
21 49.83 -56.26
22.79 45.72 -60.16
21.69 40.87 -64.28
23.19 35.93 -67.64
22.24 30.24 -70.86
24.82 24.5 -73.19
22.26 19.93 -74.9
24.78 8.55 -77.26
22.58 2.92 -77.9
27.22 3.59 66.56
24.88 9.13 66.17
27.06 14.04 65.37
25.54 19.36 64.24
27.12 24.56 62.62
25.27 29.46 60.52
26.91 34.64 57.97
25.37 39.77 54.95
27.26 44.33 51.53
24.81 47.64 48.76
26.77 51.09 45.42
25.04 56.13 39.9
26.93 59.25 35.47
26.03 62.31 30.66
26.9 65.27 24.43
25.32 67.6 18.26
27.56 69.01 13.41
25.44 70.32 8.17
26.95 71.06 2.69
25.2 71.5 -2.22
27.16 71.47 -8.74
24.71 70.93 -14.54
27.53 70.22 -19.06
25.03 68.8 -25.06
26.57 66.87 -30.48
24.41 64.35 -36.08
25.83 61.29 -41.2
25.49 57.12 -47.19
27.05 53.57 -51.22
24.83 50.16 -55.37
26.35 45.29 -60.03
25.73 40.66 -64.09
27.56 35.78 -67.46
26.01 30.73 -70.43
28.05 23.7 -73.34
27.3 17.34 -75.37
28.74 10.45 -76.62
26.93 3.08 -77.4
30.76 3.51 66.43
28.73 8.92 66.11
30.7 14.26 65.3
29.17 19.86 64.05
31.12 24.85 62.38
28.95 29.7 60.5
30.54 34.99 57.89
29.09 39.49 55.07
30.84 43.71 52.11
29.44 48.18 48.15
31.49 52.15 44.26
29.97 57.45 37.81
31.38 60.23 33.76
29.35 62.6 29.82
31.19 64.72 25.57
28.77 66.76 20.53
31.04 68.63 14.69
29.46 70.08 8.19
31.11 70.87 2.99
29.11 71.36 -3.3
31.2 71.37 -8.94
29.25 71 -14.22
31.5 69.81 -20.65
28.79 68.66 -24.79
30.58 66.89 -29.82
28.2 64.51 -35.37
29.45 61.79 -40.03
28.63 58.28 -45.4
30.94 52.91 -51.87
28.63 49.34 -55.89
30.47 45.32 -59.81
29.74 40.93 -63.72
31.28 35.28 -67.44
29.95 29.47 -70.76
32.32 23.86 -72.99
30.87 17.68 -74.85
32.05 10.49 -76.41
30.75 3.26 -77.18
34.39 3.32 66.32
32.51 8.91 66.15
34.57 13.99 65.17
32.84 19.2 64.06
34.93 23.89 62.59
32.61 29.67 60.49
33.84 35.45 57.66
33.32 40.35 54.45
34.98 44.49 51.24
32.86 48.26 48.02
35.65 51.99 44.2
32.88 55.24 40.54
34.56 58.86 35.45
33.82 62.54 29.54
35.18 65.26 24.16
32.68 66.73 20.3
34.12 68.6 14.5
33.32 70 8.07
35.56 70.73 2.61
32.71 71.19 -2.48
35.11 71.15 -8.05
33.23 70.91 -14.32
35.04 69.88 -19.62
33.52 68.16 -26.06
35.55 66.65 -30.23
32.12 64.77 -34.3
37.25 61.13 -40.69
31.62 56.33 -47.59
34.94 53.54 -50.99
32.9 49.15 -55.83
34.3 44.78 -60.13
33.64 39.93 -64.25
35.69 35.86 -66.77
33.63 30.17 -70.11
36.03 23.3 -72.76
34.65 17.01 -74.85
35.94 10.07 -76.04
34.66 3.46 -76.72
38.29 3.14 66.33
36.35 8.37 66.14
38.26 14 65.21
36.85 19.41 63.9
39.28 24.39 62.39
36.34 28.52 60.85
40.14 35.23 57.51
36.86 39.49 55
39.12 43.68 51.8
36.96 47.93 48.27
38.88 52.28 43.7
36.56 56.3 39.05
38.85 59.19 34.76
36.95 61.92 30.63
38.63 64.61 24.99
36.93 67.01 18.94
38.39 68.59 14.08
36.63 69.68 9.1
39.2 70.42 4.2
36.89 71.01 -2.69
39.29 70.92 -7.79
37 70.82 -13.37
39 69.7 -19.2
37.45 68.43 -24.53
39.78 66.63 -29.8
38.37 64.49 -34.29
40.61 60.87 -40.92
37.92 57.32 -46.27
38.69 53.93 -50.31
36.55 49.56 -55.16
38.57 45.95 -58.83
37.76 41.58 -62.44
39.22 34.33 -67.31
37.49 29.35 -70.05
39.51 22.82 -72.44
38.22 15.65 -74.75
40.46 9.55 -75.7
38.43 3.63 -76.41
41.85 3.64 66.32
40.18 8.98 65.97
42.26 14.22 65.08
40.72 19.01 64.16
43.15 24.15 62.42
40.65 29.14 60.52
43.17 33.04 58.58
40.37 39.43 54.81
43.1 44.08 51.33
40.78 47.74 48.17
42.64 50.98 44.87
40.51 55.64 39.56
42.39 58.79 35.26
40.79 62.12 29.81
42.13 64.74 24.24
40.59 66.75 19.16
43.11 68.14 14.82
41.14 69.43 9.87
43.04 70.1 4.89
40.84 70.82 -1.11
42.89 70.92 -7.25
40.84 70.39 -13.96
43.22 69.56 -18.53
41.39 68.38 -24.31
43.53 66.05 -30.15
41.96 63.39 -36.29
44.54 60.17 -41.39
41.89 57.33 -45.9
43.01 52.89 -51.08
40.65 50.12 -54.4
42.67 46.32 -58.09
40.56 39.2 -63.93
43.42 35.1 -66.42
41.65 28.53 -70.05
43.68 22.37 -72.23
41.93 16.7 -73.97
44.06 10.66 -75.08
42.33 3.1 -76.09
45.61 2.85 66.17
43.91 8.87 65.88
46.24 14.73 65.01
44.9 19.43 63.8
47.17 24.27 62.35
44.92 28.96 60.48
48.14 33.32 58.32
44.65 40.12 54.26
47.35 43.79 51.43
45.29 47.54 48.08
46.77 51 44.35
44 54.39 40.81
46.44 59.82 33.3
44.32 62.13 29.72
46.34 64.09 25.21
44.98 66.39 20.16
46.9 67.77 15.3
45.27 69.17 9.66
46.92 70.13 2.08
44.54 70.54 -1.8
46.99 70.36 -8.21
44.84 70.19 -12.72
47.24 69.24 -18.2
44.97 68.08 -23.85
46.96 65.81 -29.51
45.27 63.65 -35.07
47.76 60.83 -39.65
45.07 56.17 -46.87
47.82 52.95 -50.38
45.61 49.69 -54.31
47.05 45.7 -57.86
46.09 38.94 -63.57
47.9 34 -66.59
44.95 29.8 -69.07
47.26 23.46 -71.35
46.37 16.54 -73.69
47.87 10.29 -74.58
46.08 3.86 -75.75
48.95 4.13 66.03
47.52 9.23 65.83
50.26 12.97 65.25
49.08 18.92 63.91
51.1 24.5 62.17
48.95 29.22 60.29
51.36 35.39 57.11
49.66 39.69 54.31
51.35 43.67 51.3
49.4 47.62 47.91
51.11 51.51 43.92
48.85 54.21 40.77
50.71 57.72 36.15
49.16 61.72 29.88
50.3 63.76 25.5
49.16 65.92 20.49
51.81 67.02 16.47
48.51 69.49 6.5
51.42 69.78 2.36
48.94 70.37 -3.68
52.02 70.13 -6.63
49.33 69.73 -13.44
50.61 68.55 -20.28
48.91 67.45 -24.97
51.51 65.07 -30.62
49.36 63.42 -34.64
51.36 59.19 -41.55
48.78 57.21 -44.92
51.3 53.76 -48.74
49.9 48.99 -54.28
51.39 44.41 -58.29
49 41.26 -61.38
51.24 35.62 -65.07
49.33 27.82 -69.41
51.59 21.83 -71.37
50.18 17.04 -73.09
51.89 9.74 -74.3
49.75 3.28 -75.29
56.39 6.19 65.88
52.29 8.2 65.82
53.58 15.2 64.79
52.66 19.93 63.49
55.28 24.91 61.9
52.83 29.39 60.18
54.8 33.82 57.89
53.62 39.54 54.18
55.58 44.38 50.61
53.36 48.18 47.29
55.3 52.02 43.33
53.23 55.38 39.22
56.11 58.33 34.83
54.27 62.19 28.54
55.41 63.75 24.86
53.57 65.49 20.79
55.91 67.43 14.24
53.03 68.76 9.29
55.13 69.27 5.33
53.42 69.97 -1.48
56.08 69.77 -9.11
52.48 69.68 -12.31
54.17 68.63 -17.84
52.87 66.62 -26.09
55.92 64.37 -30.75
52.65 62.19 -36.13
55.5 60.16 -39.03
53.67 56.07 -45.3
55.55 52.42 -49.51
53.38 49.44 -53.04
54.85 44.8 -57.43
53.44 39.29 -62.13
55.44 33.98 -65.34
52.46 29.8 -68.08
55.52 22.33 -70.78
54.12 14.84 -73.16
56.08 9.23 -73.8
53.41 2.93 -74.7
57.8 2.33 66.07
56.18 10.97 65.5
58.46 15.24 64.52
57.26 19.33 63.64
58.66 23.63 62.25
57.06 30.06 59.8
59.15 35.38 56.83
57.46 38.56 54.84
58.22 42.55 51.89
57.31 48.07 47.23
59.28 51.48 43.61
57.08 55.06 39.51
60.26 58.04 35.31
58.06 60.79 30.88
59.71 64.02 23.81
57.56 66.04 19.03
60.71 66.89 15.46
57.83 68.2 10.67
59.07 69.1 4.45
57.66 69.67 -0.53
58.12 69.73 -5.39
57.19 68.98 -14.77
60.57 68.23 -16.55
55.53 67.51 -22.03
58.03 65.59 -27.52
57.44 62.46 -34.48
60.75 60.15 -37.7
58.52 54.62 -46.22
60.2 51.57 -49.63
57.37 47.87 -54.08
59.25 43.32 -57.84
57.06 39.89 -61.04
59.27 35.07 -64.14
59.33 29.49 -67.09
61.08 22.19 -69.97
57.73 17.85 -71.79
60.36 9.04 -73.15
57.85 3.41 -74.06
63.12 2.15 65.98
60.64 10.1 65.39
62.65 15.06 64.49
61.92 20.17 63.29
63.87 26.46 61.05
60.67 28.54 60.28
62.1 33.23 57.9
62.65 40.19 53.49
62.89 44.04 50.45
61.26 46.94 48.08
63.22 50.54 44.41
61.55 55.34 38.65
65.24 57.98 34.59
60.83 62.06 28.11
65.52 62.43 26.26
62.38 64.86 21.26
63.88 67.33 12.69
62 68.42 7.81
63.27 69.13 2.01
61.86 69.41 -3.66
64.63 69.21 -7.71
60.64 69.21 -10.8
63.05 67.48 -19.94
63.09 65.51 -25.54
63.34 63.94 -29.33
61.77 62.83 -32.51
63.81 58.99 -39
61.79 56.33 -43.2
64.29 50.74 -49.52
61.4 47.99 -53.17
63.36 44.07 -56.61
62.09 39.28 -60.66
63.01 32.83 -64.83
62.71 26.27 -67.98
64.21 19.71 -70.09
60.27 14.26 -72.38
64.41 6.74 -72.75
62.26 2.52 -73.49
67.82 2.56 65.8
65.4 11.33 65.06
69.33 13.96 64.42
66.46 17.48 63.85
65.34 22.61 62.31
65.86 30.82 58.97
67.12 34.91 56.68
64.32 37.91 55.06
67.24 43.15 50.96
65.67 47.91 46.69
68.36 51.74 42.58
64.01 53.56 40.54
67.73 56.2 36.8
63.5 60.11 31.18
67.43 63.34 23.87
65.26 65.69 18.05
68.68 66.06 15.71
66.08 67.98 8.23
68.67 68.41 3.46
65.96 68.92 -0.6
68.3 68.72 -5.7
64.66 68.64 -12.61
66.95 67.2 -18.73
67.35 65.66 -24.03
68.68 63 -30.22
66.04 61.14 -34.72
67.93 57.74 -39.72
64.55 54.53 -44.92
67.74 53.15 -45.95
66.4 46.9 -53.08
67.23 42.76 -56.95
65.15 37.33 -61.7
68.49 33.95 -63.03
66.77 29.86 -65.71
70.29 22.48 -67.96
64.66 14.24 -71.44
67.57 10.81 -71.78
68.4 2.34 -72.32
73.14 1.32 65.5
67.14 7.1 65.64
71.25 10.11 65.07
70.25 20.1 63.02
69.22 25.46 61.17
70.12 29.26 59.63
71.51 32.95 57.44
69.67 40.23 52.98
73.06 42.74 50.78
69.38 45.86 48.44
70.57 49.62 44.55
69.83 53.91 39.53
71.37 57.88 33.76
68.26 60.16 30.54
71.43 61.47 27.08
70.26 64.72 19.61
73.09 66.41 12.49
69.59 67.12 10.66
71.79 67.71 5.25
71.54 68.21 -1.26
70.75 68.22 -9.23
68.33 67.98 -14.28
72.47 66.86 -16.82
71.19 65.93 -21.48
70.74 64.08 -27.05
70.15 61 -33.79
72.05 58.83 -37.07
70.52 56.11 -41.66
71.74 51.46 -47.09
69.12 49.06 -50.46
72.12 43.6 -54.84
69.1 39.78 -58.95
72.29 36.17 -60.96
67.55 25.28 -67.56
74.75 19.03 -68.28
68.71 18.09 -69.78
73.81 10.08 -70.47
70.64 6.45 -71.58
77.75 3.75 65.17
72.1 5.6 65.5
75.75 12.6 64.46
73.24 16.37 63.64
73.24 22.61 61.96
74.62 26.64 60.24
75.58 30.42 58.45
71.05 37.44 54.89
76.54 39.81 52.87
73.6 47.35 46.55
75.59 51.11 42.28
74.16 55.46 36.87
77.07 57.2 33.72
73.8 59.71 30.29
75.41 61.94 25.16
73.28 63.86 21.39
75.8 65.46 14.94
75.74 66.99 7.43
76.06 67.51 2.09
73.97 68 -3.8
76.07 67.38 -7.99
